OBJECTNUMMER;Detail;Locatie;Knelpuntnummer;Type_knelpunt;Beschrijving_knelpunt;Diersoorten;Type_oplossing;Beschrijving_oplossing;Beheergebied;Geschatte_kosten;Jaar_realisatie;Status;Foto;SELECTIE;FILTER;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
261;"";"Baden Powellweg/Tussenmeer";"NW64";"Brug";"Verkeer";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Brug voorzien van faunarichel";"Stadsdeel Nieuw-west";"";2017;"Gerealiseerd";"111.3.jpg";"RICHEL";"GEREALISEERD";"POINT(4.790634,52.356305)";"POINT(52.356305,4.790634)";"4,790634";"52,356305";
262;"nw63a.jpg";"Rotonde Osdorper Ban en Baden Powellweg";"NW63";"Autoweg";"Het westelijke talud van de Baden Powellweg is een doorlopende groenstrook, echter deze wordt door meerdere andere wegen doorkruist.";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Faunapassage";"Voorzien van faunarichel";"Stadsdeel Nieuw-west";"";2019;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.788055,52.359608)";"POINT(52.359608,4.788055)";"4,788055";"52,359608";
263;"";"Brug Tussenmeer en Langswater";"NW65";"Brug";"";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Aanleggen van faunarichel waardoor verplaatsing van fauna mogelijk is";"Stadsdeel Nieuw-west";"Nvt ( Faunarichel moet vervangen worden! )";0;"Gerealiseerd";"116.2.jpg";"RICHEL";"GEREALISEERD";"POINT(4.7887242,52.3558852)";"POINT(52.3558852,4.7887242)";"4,7887242";"52,3558852";
264;"";"Brug Akersingel Ecuplein";"NW73";"Trambaan";"Brug voor de tram belemmerd verplaatsing fauna";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"Brug met doorlopende oever";"Stadsdeel Nieuw-west";"Nvt";0;"Gerealiseerd";"117.1.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.7850768,52.3495947)";"POINT(52.3495947,4.7850768)";"4,7850768";"52,3495947";
265;"";"Brug bij De Alpen/Ecuplein";"NW72";"Autoweg";"";"Amfibieën - Kleine zoogdieren";"Faunagoot";"Brug met doorlopende oever";"Stadsdeel Nieuw-west";"Nvt";2005;"Gerealiseerd";"118.6.jpg";"GOOT";"GEREALISEERD";"POINT(4.7842719,52.3488547)";"POINT(52.3488547,4.7842719)";"4,7842719";"52,3488547";
266;"";"Ookmeerweg/Ringvaart/Zwarte pad";"NW71";"Autoweg";"Verkeer";"Amfibieën - Kleine zoogdieren";"Onderdoorgang";"Aanleggen droge faunatunnel";"Stadsdeel Nieuw-west";"Nvt";2005;"Gerealiseerd";"119.1.jpg";"ONDER";"GEREALISEERD";"POINT(4.7682002,52.3514449)";"POINT(52.3514449,4.7682002)";"4,7682002";"52,3514449";
267;"";"Landscheidingsvaart";"Av10";"Autoweg";"Fauna kan zich niet verplaatsen naar de andere kant van de weg";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Aanleggen faunarichel";"Amsterdamse Bos";"Nvt";2006;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.839483,52.3036429)";"POINT(52.3036429,4.839483)";"4,839483";"52,3036429";
272;"";"Van der Boechorststraat";"Zu07";"rijweg";"overstekende eekhoorns worden doodgereden";"Boom bewonende zoogdieren";"Eekhoornbrug";"aanbrengen van hangbrug voor eekhoorns";"stadsdeel Zuid";"";2013;"Gerealiseerd";"";"BRUG";"GEREALISEERD";"POINT(4.8618629,52.3303115)";"POINT(52.3303115,4.8618629)";"4,8618629";"52,3303115";
276;"";"Gaasp";"Zo02";"oever";"oever geschikt maken om fanaupassage te kunnen bereiken";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"in 2014 is beschoeiing verlaagt en aangesloten op bestaande ecopassage";"Waternet, stadsdeel Zuidoost";"";2014;"Gerealiseerd";"Knipsel.JPG";"FUP";"GEREALISEERD";"POINT(4.9778202,52.3308531)";"POINT(52.3308531,4.9778202)";"4,9778202";"52,3308531";
278;"";"Noorder IJplas";"N002";"visppasage";"geen verbinding tussen de Grote en Kleine Plas";"Vissen";"Vispassage";"vispassage gerealiseerd in 2015";"AGV";"";2016;"Gerealiseerd";"Noorder IJplas1.jpg";"VIS";"GEREALISEERD";"POINT(4.8615062,52.4197928)";"POINT(52.4197928,4.8615062)";"4,8615062";"52,4197928";
279;"";"Noorder IJplas";"N001";"vispassage";"geen verbinding tussen Noordzeekanaal en Noorder IJplas";"Vissen";"Vispassage";"aanbrengen duiker tussen Noordzeekanaal en Noorder IJplas 2014";"RWS/AGV";"";2015;"Gerealiseerd";"";"VIS";"GEREALISEERD";"POINT(4.858537,52.4179083)";"POINT(52.4179083,4.858537)";"4,858537";"52,4179083";
282;"";"Ringweg A10";"O013";"viaduct";"te groot viaduct met te weing dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen - Vleermuizen";"Onderdoorgang";"aanleggen stenen stobbenwal";"Stadsdeel Oost";"";2016;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.966212,52.3558585)";"POINT(52.3558585,4.966212)";"4,966212";"52,3558585";
283;"";"Muiderstraatweg";"Di12";"rijweg";"ondanks het geringe rijverkeer veel verkeerslachtoffers";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"aanleggen in 2016 van drie ecopassges onder de weg ";"Diemen/AGV";"";2016;"Gerealiseerd";"Muiderstraatweg.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.9958231,52.3322913)";"POINT(52.3322913,4.9958231)";"4,9958231";"52,3322913";
284;"";"Amerbos";"N040";"autoweg";"onderdoorgang zonder dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"neerleggen van stortsteen";"stadsdeel Noord /  RWS";"";2015;"Gerealiseerd";"IMAG0021.jpg";"ONDER";"GEREALISEERD";"POINT(4.9488518,52.4040801)";"POINT(52.4040801,4.9488518)";"4,9488518";"52,4040801";
285;"";"Amsterdam Rijnkanaal";"O042";"steile oever";"hoge stalen damwand";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"aanbrengen uitstapplaats is in 2015 gerealiseerd";"RWS";"";2015;"Gerealiseerd";"FUP ARK.jpg";"FUP";"GEREALISEERD";"POINT(4.9581382,52.3653914)";"POINT(52.3653914,4.9581382)";"4,9581382";"52,3653914";
286;"";"Diemerstraatweg";"Di12";"Onderdoorgang / viaduct";"onderdoorgang zonder dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"neerleggen van stortsteen in 2015";"RWS / gemeente Diemen";"";2016;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.9706318,52.3482825)";"POINT(52.3482825,4.9706318)";"4,9706318";"52,3482825";
289;"";"brug Rijksweg A1";"Di13";"onderdoorgang";"onvoldoende dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"storstenen gestort ";"RWS / gemeente Diemen";"";2010;"Gerealiseerd";"IMG_3476.JPG";"ONDER";"GEREALISEERD";"POINT(5.012861,52.3324858)";"POINT(52.3324858,5.012861)";"5,012861";"52,3324858";
290;"";"Oud Diemerlaan";"Di14";"autoweg";"autoverkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"aanleg van faunapassage aangesloten op bermen van sierwater";"Diemen";"";2014;"Gerealiseerd";"faunapassage Ouddiemerlaan.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.9652669,52.3427245)";"POINT(52.3427245,4.9652669)";"4,9652669";"52,3427245";
299;"";"Muiderstraateg";"Di13";"autoweg";"autoverkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"aanleg faunapassage";"Diemen/AGV";"";2016;"Gerealiseerd";"Muiderstraatweg.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.9983551,52.3314139)";"POINT(52.3314139,4.9983551)";"4,9983551";"52,3314139";
300;"";"Muiderstraatweg";"Di14";"faunapassage";"autoverkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"Diemen/AGV";"";2016;"Gerealiseerd";"Muiderstraatweg.JPG";"PASSAGE";"GEREALISEERD";"POINT(5.000694,52.3305213)";"POINT(52.3305213,5.000694)";"5,000694";"52,3305213";
301;"";"Afrit Anderlechtlaan";"NW112";"autoverkeer";"buis onder afrit";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"stadsdeel Nieuw-West / RWS";"";2010;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.8134868,52.3388373)";"POINT(52.3388373,4.8134868)";"4,8134868";"52,3388373";
302;"";"P.H. Frankfurthersingel";"NW84";"autoweg";"autoverkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Faunatunnel";"stadsdeel Nieuw-West";"";2016;"Gerealiseerd";"P1010665 - kopie.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.7934239,52.3444792)";"POINT(52.3444792,4.7934239)";"4,7934239";"52,3444792";
303;"";"Provincialeweg";"Zo26";"beschoeiing Weespertrekvaart";"dieren kunnen het water niet uit";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Fauna uittreedplaats (FUP)";"het verlagen van de beschoeiing en de aanleg van oeverbegroeiing";"stadsdeel Zuidoost/Waternet";"";2017;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.985261,52.329779)";"POINT(52.329779,4.985261)";"4,985261";"52,329779";
304;"Zeeburgertunnel 20161129_102727.jpg";"Kop Zeeburgertunnel";"N044";"";"kop van de tunnelmond heeft geen oever";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"aanbrengen stortstenen op de kop van de tunnelmond";"Rijkswaterstaat";"";2018;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.97404,52.376269)";"POINT(52.376269,4.97404)";"4,97404";"52,376269";
305;"";"Rozenoordbrug";"Zu21";"ondergang Ringweg A10 Zuid";"geen dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Er liggen nu verspreid wat stobben, Stobben vervangen door stortsteen ";"stadsdeel Zuid";"";2020;"In de planning";"";"ONDER";"INGEPLAND";"POINT(4.8974988,52.3331496)";"POINT(52.3331496,4.8974988)";"4,8974988";"52,3331496";
306;"";"Amsteldijk/Utrechtse Brug";"Zu22";"onderdoorgang";"geen dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Onderdoorgang";"stortstenen";"stadsdeel Zuid";"";2018;"In de planning";"";"ONDER";"INGEPLAND";"POINT(4.908635,52.339298)";"POINT(52.339298,4.908635)";"4,908635";"52,339298";
307;"";"Sarphatipark";"Zu23";"oevers met harde beschoeiing";"";"Amfibieën - Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"harde oevers verlagen en plas/dras berm aanbrengen";"stadsdeel Zuid";"";2018;"In de planning";"";"FUP";"INGEPLAND";"POINT(4.89611,52.354268)";"POINT(52.354268,4.89611)";"4,89611";"52,354268";
308;"";"Gijsbrecht van Aemstelpark";"Zu24";"harde oevers";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"harde oevers verlagen en plas/dras en flauw talud/berm aanbrengen";"stadsdeel Zuid";"";2017;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.865441,52.329098)";"POINT(52.329098,4.865441)";"4,865441";"52,329098";
309;"";"Amstelpark";"Zu25";"harde oever";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren";"Fauna uittreedplaats (FUP)";"harde oevers verlagen en plas/dras berm aanbrengen";"stadsdeel Zuid";"";2017;"Gerealiseerd";"";"FUP";"GEREALISEERD";"POINT(4.891153,52.32673)";"POINT(52.32673,4.891153)";"4,891153";"52,32673";
310;"";"Zuider IJdijk";"O031";"";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Passage onder de weg door";"Oost en Waternet";"";2020;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.957892,52.368479)";"POINT(52.368479,4.957892)";"4,957892";"52,368479";
311;"";"Zuiderijdijk";"O032";"Weg";"Passage onder de weg";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"Oost en Waternet";"";2020;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.962173,52.368656)";"POINT(52.368656,4.962173)";"4,962173";"52,368656";
312;"";"Hannesgat";"O035";"Openwater";"Openwater zonder dekking";"Amfibieën - Kleine zoogdieren - Reptielen - Vissen";"Rietland";"aanleg van rieteilanden";"Rijkswaterstaat";"";2020;"In de planning";"";"RIET";"INGEPLAND";"POINT(4.956019,52.37926)";"POINT(52.37926,4.956019)";"4,956019";"52,37926";
313;"";"Zuider IJdijk";"O039";"geen dekking en leefgebied";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Rietland";"aanleggen van rietland in oever en poelen op de dijk. Poelen zijn in 2016 gerealiseerd";"Waternet Stadsdeel Oost";"";2020;"In de planning";"";"RIET";"INGEPLAND";"POINT(4.956074,52.376418)";"POINT(52.376418,4.956074)";"4,956074";"52,376418";
314;"";"Zuider IJdijk";"O036";"geen dekking en leefgebied";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Rietland";"Aanleg van rietland in de oevers en poelen in de berm van de dijk";"Waternet en stadsdeel Oost";"";2020;"In de planning";"";"RIET";"INGEPLAND";"POINT(4.957693,52.370778)";"POINT(52.370778,4.957693)";"4,957693";"52,370778";
315;"";"monding Piet Heintunnel";"O037";"Open water zonder dekking";"";"Amfibieën - Kleine zoogdieren - Reptielen - Vissen";"Rietland";"aanleg van drijfriet. ";"Stadsdeel Oost / Rijkswaterstaat";"";2016;"Gerealiseerd";"";"RIET";"GEREALISEERD";"POINT(4.957156,52.373077)";"POINT(52.373077,4.957156)";"4,957156";"52,373077";
316;"";"Zuider IJdijk";"O034";"rijweg";"autoverkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"aanleg van faunapassage onder weg";"stadsdeel Oost";"";0;"Op termijn";"";"PASSAGE";"OP_TERMIJN";"POINT(4.962854,52.377676)";"POINT(52.377676,4.962854)";"4,962854";"52,377676";
317;"";"Zuider IJdijk";"O033";"rijweg";"autoverkeer";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"aanleg van faunapassage onder weg door";"Stadsdeel Oost";"";0;"Op termijn";"";"PASSAGE";"OP_TERMIJN";"POINT(4.95749,52.378802)";"POINT(52.378802,4.95749)";"4,95749";"52,378802";
318;"";"Zuider IJdijk";"O038";"oever";"openwater zonder dekking";"Amfibieën - Kleine zoogdieren - Reptielen - Vissen";"Rietland";"aanleg van riet langs dijk";"Rijkswaterstaat";"";2020;"Op termijn";"";"RIET";"OP_TERMIJN";"POINT(4.9669211,52.3757521)";"POINT(52.3757521,4.9669211)";"4,9669211";"52,3757521";
319;"";"Amsterdamse Bos";"Av18";"niet geschikt voor ringslang";"te veel schaduw en opgaande begroeiing";"Amfibieën - Kleine zoogdieren - Reptielen";"Rietland";"kappen van bomen";"Amsterdamse Bos";"";2017;"Gerealiseerd";"";"RIET";"GEREALISEERD";"POINT(4.8206,52.320645)";"POINT(52.320645,4.8206)";"4,8206";"52,320645";
320;"";"A9 Diemerbos";"Di12";"snelweg";"viaduct onder snelweg";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"aanleg van stortstenen in nieuwe onderdoorgang";"Rijkswaterstaat gem. Diemen";"";2016;"Gerealiseerd";"WP_20161216_002.jpg";"ONDER";"GEREALISEERD";"POINT(5.000458,52.3196494)";"POINT(52.3196494,5.000458)";"5,000458";"52,3196494";
321;"IMG_5766.JPG";"Diemerbos A9";"Di13";"rijksweg";"onderdoorgang onder rijksweg";"Grote zoogdieren - Kleine zoogdieren - Reptielen - Vleermuizen";"Onderdoorgang";"stortstenen ";"RWS, gem. Diemen";"";2017;"Gerealiseerd";"IMG_5765.JPG";"ONDER";"GEREALISEERD";"POINT(5.0050499,52.3248145)";"POINT(52.3248145,5.0050499)";"5,0050499";"52,3248145";
322;"";"Nieuwe Leeuwarderweg";"N047";"weg";"autoweg";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Faunapassage";"storsteen aanbrengen";"stadsdeel Noord";"";2017;"Gerealiseerd";"No23.jpg";"PASSAGE";"GEREALISEERD";"POINT(4.941467,52.409751)";"POINT(52.409751,4.941467)";"4,941467";"52,409751";
325;"";"westover Noord-Hollandsch Kanaal";"N046";"onderdoorgang";"ontbreken van dekking";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Aanbrengen van stortsteen";"stadsdeel Noord";"";2018;"In de planning";"locatie 46.jpg";"ONDER";"INGEPLAND";"POINT(4.92908,52.411249)";"POINT(52.411249,4.92908)";"4,92908";"52,411249";
326;"";"Uitdammerdijk";"N040";"weg";"verkkeerslachtoffers o.a. ringslang";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"HHNK / stadsdeel Noord";"";0;"Op termijn";"";"PASSAGE";"OP_TERMIJN";"POINT(5.020108,52.3870207)";"POINT(52.3870207,5.020108)";"5,020108";"52,3870207";
327;"";"Strekdam";"O040";"water";"vaarroute";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen - Vleermuizen";"Rietland";"aanbrengen van rietland richting Vuurtoreneiland";"RWS / stadsdeel Oost";"";0;"Op termijn";"";"RIET";"OP_TERMIJN";"POINT(5.013108,52.3676688)";"POINT(52.3676688,5.013108)";"5,013108";"52,3676688";
330;"";"Rietland";"N041";"uitwisseling";"duiker";"Vissen";"Vispassage";"versterken uitwisseling ";"AGV / stadsdeel Noord";"";2017;"Gerealiseerd";"";"VIS";"GEREALISEERD";"POINT(4.942834,52.386556)";"POINT(52.386556,4.942834)";"4,942834";"52,386556";
332;"";"Ringweg A10 Noord";"N042";"verkeersweg";"rijverkeer";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Vleermuizen";"Onderdoorgang";"aanbrengen stortsteen en vleermuisbunker";"RWS / stadsdeel Noord";"";2018;"Gerealiseerd";"Coentunnelcircuit1.JPG";"ONDER";"GEREALISEERD";"POINT(4.873934,52.421588)";"POINT(52.421588,4.873934)";"4,873934";"52,421588";
333;"";"Vliegenbos ";"N043";"uitwisseling vis";"peilverschil en gemaal  Vliegenbos / Zijkanaal K";"Vissen";"Vispassage";"passeerbaarheid gemaal ";"AGV / stadsdeel Noord";"";2018;"In de planning";"";"VIS";"INGEPLAND";"POINT(4.938425,52.38871)";"POINT(52.38871,4.938425)";"4,938425";"52,38871";
334;"";"Nieuwe Hemweg";"Ha06";"autoweg A10";"te grote onderdoorgang";"Amfibieën - Kleine zoogdieren - Reptielen - Vleermuizen";"Onderdoorgang";"stortsteen";"Haven Amsterdam";"";2017;"Gerealiseerd";"passage Einsteinweg.jpg";"ONDER";"GEREALISEERD";"POINT(4.849551,52.4012992)";"POINT(52.4012992,4.849551)";"4,849551";"52,4012992";
335;"";"A4 viaduct Ringvaart";"NW114";"Autoweg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Losse steen en gerecycelde stale platen";"Nieuw-West";"";0;"Gerealiseerd";"P1010654 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.8034389,52.3332793)";"POINT(52.3332793,4.8034389)";"4,8034389";"52,3332793";
336;"";"Overbrakerpad";"W06";"Tunnel";"Tunnel onder NS spoor";"Amfibieën - Kleine zoogdieren";"Onderdoorgang";"Rotsblokken en stobben";"Stadsdeel West";"";0;"Gerealiseerd";"2016 Faunapassages 23 nov 007 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.8654139,52.3890807)";"POINT(52.3890807,4.8654139)";"4,8654139";"52,3890807";
337;"";"Overbrakerpad";"W07";"Weg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Amfibietunnel";"Stadsdeel West";"";0;"Gerealiseerd";"2016 Faunapassages 23 nov 012 - kopie.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.8653819,52.3895728)";"POINT(52.3895728,4.8653819)";"4,8653819";"52,3895728";
338;"";"A10 Einsteinweg tussen Arlandaweg en Velserweg";"NW93";"Onderdoorgang";"Viaduct 120";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Stortstenen en takkenril geleiding";"Nieuw West/RWS";"";2010;"Gerealiseerd";"2016 Faunapassages 23 nov 023 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.8445351,52.3859946)";"POINT(52.3859946,4.8445351)";"4,8445351";"52,3859946";
339;"";"Onderdoorgang NS spoor noordzijde Haarlemmervaart";"NW85";"Onderdoorgang";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Loopstrook voorzien van stortstenen";"Nieuw-West";"";0;"Gerealiseerd";"2016 Faunapassages 23 nov 036 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.8390801,52.3852126)";"POINT(52.3852126,4.8390801)";"4,8390801";"52,3852126";
340;"";"Jan Evertsenstraat - Orteliuspad";"W05";"Brug";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Houten faunarichel/goot";"West";"";0;"Gerealiseerd";"g 007 - kopie.JPG";"RICHEL";"GEREALISEERD";"POINT(4.8476841,52.3696257)";"POINT(52.3696257,4.8476841)";"4,8476841";"52,3696257";
341;"";"Lelylaan- Saskia van Uijlenburgkade";"NW12";"Brug";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"Onderdoorgang voorzien van stortsteen";"Nieuw-West,RWS,V&OR";"20.000-50.000";0;"Gerealiseerd";"g 024 - kopie.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.8480651,52.3580214)";"POINT(52.3580214,4.8480651)";"4,8480651";"52,3580214";
342;"";"Brug Terheideweg (Nachtwachtlaan)";"NW92";"Brug";"";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Plastic faunagoot";"Nieuw-West";"";0;"Gerealiseerd";"g 028 - kopie.JPG";"RICHEL";"GEREALISEERD";"POINT(4.841872,52.3560721)";"POINT(52.3560721,4.841872)";"4,841872";"52,3560721";
343;"nw94.jpg";"Tom Schreursweg";"NW94";"Weg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunarichel";"Ecoduiker met faunarichel";"Nieuw-West";"";2020;"In de planning";"";"RICHEL";"INGEPLAND";"POINT(4.760148,52.381555)";"POINT(52.381555,4.760148)";"4,760148";"52,381555";
344;"nw122.jpg";"Tom Schreursweg x A5";"NW122";"Viaduct";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"passage met schanskorven";"Nieuw-West";"";0;"Op termijn";"";"ONDER";"OP_TERMIJN";"POINT(4.7678111,52.3811461)";"POINT(52.3811461,4.7678111)";"4,7678111";"52,3811461";
345;"";"Haarlemmerweg";"NW95";"Weg";"Verbinding Kleine Braak met Brettenzone";"Amfibieën - Kleine zoogdieren";"Onderdoorgang";"Droog-nat ecoduiker";"Nieuw-West";"";0;"Op termijn";"";"ONDER";"OP_TERMIJN";"POINT(4.7630022,52.3839079)";"POINT(52.3839079,4.7630022)";"4,7630022";"52,3839079";
346;"";"Westrandweg";"NW88";"Viaduct";"";"Amfibieën - Grote zoogdieren - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Schanskorven";"Nieuw West/RWS";"";2012;"Gerealiseerd";"2016 Faunapassages 23 nov 069 - kopie.JPG";"ONDER";"GEREALISEERD";"POINT(4.7678301,52.3846556)";"POINT(52.3846556,4.7678301)";"4,7678301";"52,3846556";
347;"";"De Kluut";"NW89";"Watergang";"";"Kleine zoogdieren";"Faunapassage";"Wildbrug";"";"";2012;"Gerealiseerd";"2016 Faunapassages 23 nov 074 - kopie.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.7674062,52.3859412)";"POINT(52.3859412,4.7674062)";"4,7674062";"52,3859412";
348;"";"A5 Westrandweg Noord";"NW87";"Autoweg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Ecoduiker";"Nieuw West/RWS";"";2011;"Gerealiseerd";"2016 Faunapassages 23 nov 068 - kopie.JPG";"PASSAGE";"GEREALISEERD";"POINT(4.768656,52.3873908)";"POINT(52.3873908,4.768656)";"4,768656";"52,3873908";
349;"96.jpg";"Osdorperweg";"NW96";"Weg";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Faunapassage";"";"";"";2020;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.766757,52.376967)";"POINT(52.376967,4.766757)";"4,766757";"52,376967";
350;"";"Ringvaart A5 viaduct";"NW97";"viaduct";"";"Amfibieën - Kleine zoogdieren - Reptielen";"Onderdoorgang";"Onderdoorgang Schanskorven met stenen";"RWS ";"";0;"Gerealiseerd";"";"ONDER";"GEREALISEERD";"POINT(4.758919,52.3691374)";"POINT(52.3691374,4.758919)";"4,758919";"52,3691374";
351;"";"Osdorpervaart x Joris van de Brerghweg";"NW123";"Brug";"";"Amfibieën - Kleine zoogdieren";"Faunarichel";"Faunarichel vervangen voor kunstof faunarichel";"";"";2017;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.776102,52.372351)";"POINT(52.372351,4.776102)";"4,776102";"52,372351";
352;"";"Ringvaart X Ookmeerweg";"NW98";"Viaduct";"";"";"Faunarichel";"Faunarichel Hout & stenen begeleiding";"Nieuw-West";"";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.767669,52.3514487)";"POINT(52.3514487,4.767669)";"4,767669";"52,3514487";
353;"";"Osdorperweg X Ookmeerweg";"NW101";"Weg";"";"Kleine zoogdieren";"Faunapassage";"Ecoduiker";"";"";2018;"In de planning";"";"PASSAGE";"INGEPLAND";"POINT(4.786095,52.362579)";"POINT(52.362579,4.786095)";"4,786095";"52,362579";
354;"";"Osdorperban Brug 767";"NW102";"Brug";"";"Kleine zoogdieren";"Faunarichel";"";"Nieuw-West";"";2020;"In de planning";"";"RICHEL";"INGEPLAND";"POINT(4.789287,52.359558)";"POINT(52.359558,4.789287)";"4,789287";"52,359558";
355;"";"Hoekenesgracht brug 789";"NW100";"Brug";"";"Kleine zoogdieren";"Faunarichel";"faunarichel kunststof";"Nieuw-West";"";0;"Gerealiseerd";"";"RICHEL";"GEREALISEERD";"POINT(4.7973549,52.3603446)";"POINT(52.3603446,4.7973549)";"4,7973549";"52,3603446";
356;"";"Osdorper Ban X Hoekenesgracht";"NW99";"Brug";"Brug 757";"Kleine zoogdieren";"Faunarichel";"Faunarichel aan beide zijde brug";"Nieuw-West";"";2020;"In de planning";"";"RICHEL";"INGEPLAND";"POINT(4.796883,52.361488)";"POINT(52.361488,4.796883)";"4,796883";"52,361488";
357;"";"Hoekenesgracht  X Pieter Calandlaan ";"NW103";"Brug";"Brug 754";"Kleine zoogdieren";"Faunarichel";"Faunarichel kunsstof";"";"";0;"Op termijn";"";"RICHEL";"OP_TERMIJN";"POINT(4.802006,52.352485)";"POINT(52.352485,4.802006)";"4,802006";"52,352485";
359;"NW108a.jpg";"Vrije Geer";"NW108";"Weg";"";"Amfibieën - Kleine zoogdieren";"Faunapassage";"Faunatunnel";"Nieuw-West";"";0;"Gerealiseerd";"";"PASSAGE";"GEREALISEERD";"POINT(4.7992361,52.3471648)";"POINT(52.3471648,4.7992361)";"4,7992361";"52,3471648";
